48.0,2500.0,97.0,31.0,333.0,33.0,30.0,55.5,6.0
49.0,2500.0,97.0,31.0,333.0,33.0,30.0,55.5,6.0
50.0,2500.0,97.0,31.0,333.0,33.0,30.0,55.5,6.0
51.0,2500.0,97.0,31.0,333.0,33.0,30.0,55.5,6.0
52.0,2500.0,97.0,31.0,333.0,33.0,30.0,55.5,6.0
53.0,2500.0,97.0,31.0,333.0,33.0,30.0,55.5,6.0
54.0,2500.0,97.0,31.0,333.0,33.0,30.0,55.5,6.0
55.0,2500.0,97.0,31.0,333.0,33.0,30.0,55.5,6.0
56.0,2500.0,97.0,31.0,333.0,33.0,30.0,55.5,6.0
57.0,2500.0,97.0,31.0,333.0,33.0,30.0,55.5,6.0
58.0,2500.0,97.0,31.0,333.0,33.0,30.0,55.5,6.0
59.0,2500.0,97.0,31.0,333.0,33.0,30.0,55.5,6.0
60.0,2500.0,97.0,31.0,333.0,33.0,30.0,55.5,6.0
61.0,2500.0,97.0,31.0,333.0,33.0,30.0,55.5,6.0
62.0,2500.0,97.0,31.0,333.0,33.0,30.0,55.5,6.0
63.0,2500.0,97.0,31.0,333.0,33.0,30.0,55.5,6.0
64.0,2500.0,97.0,31.0,333.0,33.0,30.0,55.5,6.0
65.0,2342.0,91.0,29.0,312.0,31.0,30.0,53.3,6.0
66.0,2342.0,91.0,29.0,312.0,31.0,30.0,53.3,6.0
67.0,2342.0,91.0,29.0,312.0,31.0,30.0,53.3,6.0
68.0,2342.0,91.0,29.0,312.0,31.0,30.0,53.3,6.0
69.0,2342.0,91.0,29.0,312.0,31.0,30.0,53.3,6.0
70.0,2342.0,91.0,29.0,312.0,31.0,30.0,53.3,6.0
71.0,2342.0,91.0,29.0,312.0,31.0,30.0,53.3,6.0
72.0,2342.0,91.0,29.0,312.0,31.0,30.0,53.3,6.0
73.0,2342.0,91.0,29.0,312.0,31.0,30.0,53.3,6.0
74.0,2342.0,91.0,29.0,312.0,31.0,30.0,53.3,6.0
75.0,2294.0,89.0,28.0,306.0,31.0,30.0,53.3,6.0
76.0,2294.0,89.0,28.0,306.0,31.0,30.0,53.3,6.0
77.0,2294.0,89.0,28.0,306.0,31.0,30.0,53.3,6.0
78.0,2294.0,89.0,28.0,306.0,31.0,30.0,53.3,6.0
79.0,2294.0,89.0,28.0,306.0,31.0,30.0,53.3,6.0
80.0,2294.0,89.0,28.0,306.0,31.0,30.0,53.3,6.0
81.0,2294.0,89.0,28.0,306.0,31.0,30.0,53.3,6.0
82.0,2294.0,89.0,28.0,306.0,31.0,30.0,53.3,6.0
83.0,2294.0,89.0,28.0,306.0,31.0,30.0,53.3,6.0
84.0,2294.0,89.0,28.0,306.0,31.0,30.0,53.3,6.0
85.0,2294.0,89.0,28.0,306.0,31.0,30.0,53.3,6.0
86.0,2294.0,89.0,28.0,306.0,31.0,30.0,53.3,6.0
87.0,2294.0,89.0,28.0,306.0,31.0,30.0,53.3,6.0
88.0,2294.0,89.0,28.0,306.0,31.0,30.0,53.3,6.0
89.0,2294.0,89.0,28.0,306.0,31.0,30.0,53.3,6.0
90.0,2294.0,89.0,28.0,306.0,31.0,30.0,53.3,6.0
91.0,2294.0,89.0,28.0,306.0,31.0,30.0,53.3,6.0
92.0,2294.0,89.0,28.0,306.0,31.0,30.0,53.3,6.0
93.0,2294.0,89.0,28.0,306.0,31.0,30.0,53.3,6.0
94.0,2294.0,89.0,28.0,306.0,31.0,30.0,53.3,6.0
95.0,2294.0,89.0,28.0,306.0,31.0,30.0,53.3,6.0
96.0,2294.0,89.0,28.0,306.0,31.0,30.0,53.3,6.0
97.0,2294.0,89.0,28.0,306.0,31.0,30.0,53.3,6.0
98.0,2294.0,89.0,28.0,306.0,31.0,30.0,53.3,6.0
99.0,2294.0,89.0,28.0,306.0,31.0,30.0,53.3,6.0
100.0,2294.0,89.0,28.0,306.0,31.0,30.0,53.3,6.0
